time,acc_x
2.654,3.372195492852566e-08
2.655,3.017341614911192e-08
2.656,2.660479574543763e-08
2.657,2.301789375500384e-08
2.658,1.941442532765723e-08
2.659,1.57957874373073e-08
2.66,1.216380549547315e-08
2.661,8.52040325140453e-09
2.662,4.866988509906133e-09
2.663,1.205808192102408e-09
2.664,-2.461413113597133e-09
2.665,-6.132539761296178e-09
2.666,-9.806521531789207e-09
2.667,-1.348029090153485e-08
2.668,-1.715253810417326e-08
2.669,-2.082108160988347e-08
2.67,-2.448337928265792e-08
2.671,-2.813777635896401e-08
2.672,-3.178209598752875e-08
2.673,-3.541392163995252e-08
2.674,-3.903103763379214e-08
2.675,-4.263129436502223e-08
2.676,-4.621203265533848e-08
2.677,-4.977132573942966e-08
2.678,-5.330662926803947e-08
2.679,-5.681526201777057e-08
2.68,-6.029501699624122e-08
2.681,-6.374317502666154e-08
2.682,-6.71570915623928e-08
2.683,-7.053417801208684e-08
2.684,-7.387227987790131e-08
2.685,-7.71680093149979e-08
2.686,-8.041892534399592e-08
2.687,-8.362229882791205e-08
2.688,-8.677489358867228e-08
2.689,-8.987442140218086e-08
2.69,-9.29174308712941e-08
2.691,-9.590145850676887e-08
2.692,-9.882309296495441e-08
2.693,-1.016794427701897e-07
2.694,-1.044673455400575e-07
2.695,-1.071838515010813e-07
2.696,-1.098254756613333e-07
2.697,-1.123892644601443e-07
2.698,-1.148719891962309e-07
2.699,-1.172699629140567e-07
2.7,-1.195799545833909e-07
2.701,-1.217987492458101e-07
2.702,-1.239225405086211e-07
2.703,-1.259481199173685e-07
2.704,-1.278717920417237e-07
2.705,-1.296900853288071e-07
2.706,-1.313989015704063e-07
2.707,-1.329952993657166e-07
2.708,-1.34474978316046e-07
2.709,-1.358342303619057e-07
2.71,-1.37069287277288e-07
2.711,-1.381761996203814e-07
2.712,-1.391510017166098e-07
2.713,-1.399899158244615e-07
2.714,-1.406883802677145e-07
2.715,-1.412428927719131e-07
2.716,-1.416491675247713e-07
2.717,-1.419027459116054e-07
2.718,-1.419994690386029e-07
2.719,-1.41935371485214e-07
2.72,-1.417056972176749e-07
2.721,-1.413063011257667e-07
2.722,-1.407324588384428e-07
2.723,-1.399801098131993e-07
2.724,-1.390444563209467e-07
2.725,-1.379205966344423e-07
2.726,-1.36604126466038e-07
2.727,-1.350906468866718e-07
2.728,-1.333751262209885e-07
2.729,-1.314525226226966e-07
